#           x           U_x           U_y           U_z
     0.113967     -0.654523   -0.00830931   2.65794e-23
      0.11433     -0.764653   -0.00889762             0
     0.114693     -0.764653   -0.00889762             0
     0.115056     -0.544049   -0.00783456   2.25478e-22
     0.115419     -0.692141   -0.00881998   6.04963e-23
     0.115782     -0.749019    -0.0091412             0
     0.116145     -0.749019    -0.0091412             0
     0.116508     -0.491747   -0.00782393    2.0652e-22
     0.116871     -0.711596   -0.00925235   1.78143e-23
     0.117234     -0.732877   -0.00937943             0
     0.117597     -0.732877   -0.00937943             0
      0.11796     -0.456502   -0.00787627  -6.26015e-22
     0.118323      -0.71411   -0.00959858  -1.34247e-20
     0.118686     -0.716232   -0.00961198  -1.34973e-20
     0.119049     -0.716232   -0.00961198  -1.34973e-20
     0.119412     -0.437118   -0.00799965  -2.68724e-21
     0.119775     -0.699101     -0.009839             0
     0.120138     -0.699101     -0.009839             0
     0.120501     -0.699101     -0.009839             0
     0.120864     -0.432366    -0.0082021   2.48278e-21
     0.121227     -0.673402    -0.0100032   2.13387e-20
     0.121589     -0.681498    -0.0100605    2.1761e-20
     0.121952     -0.681498    -0.0100605    2.1761e-20
     0.122315     -0.440986    -0.0084921   5.08177e-21
     0.122678     -0.632781    -0.0100479  -2.40803e-20
     0.123041     -0.663428    -0.0102777    -2.613e-20
     0.123404     -0.663428    -0.0102777    -2.613e-20
     0.123767      -0.46169   -0.00887889  -1.38368e-20
      0.12413      -0.58043   -0.00997638  -9.10014e-22
     0.124493     -0.644909    -0.0104893             0
     0.124856     -0.644909    -0.0104893             0
     0.125219     -0.493169   -0.00937023             0
     0.125582     -0.517701   -0.00978114             0
     0.125945     -0.625951     -0.010695             0
     0.126308     -0.625951     -0.010695             0
     0.126671     -0.534093   -0.00997419             0
     0.127034     -0.445973   -0.00945492             0
     0.127397      -0.60657    -0.0108954             0
      0.12776      -0.60657    -0.0108954             0
     0.128123     -0.583121    -0.0106994   2.27603e-22
     0.128486     -0.366628   -0.00899002   1.48217e-20
     0.128849     -0.586785    -0.0110904   4.53987e-20
     0.129212     -0.586785    -0.0110904   4.53987e-20
     0.129574     -0.586785    -0.0110904   4.53987e-20
     0.129937     -0.281055   -0.00837886   1.32895e-20
       0.1303     -0.566605    -0.0112803   5.07184e-20
     0.130663     -0.566605    -0.0112803   5.07184e-20
     0.131026     -0.566605    -0.0112803   5.07184e-20
     0.131389     -0.339316   -0.00912143   2.40626e-20
     0.131752     -0.524134    -0.0112277   1.15747e-21
     0.132115     -0.546044    -0.0114651             0
     0.132478     -0.546044    -0.0114651             0
     0.132841     -0.419562    -0.0101822   4.47607e-21
     0.133204     -0.415153    -0.0103719   4.12954e-20
     0.133567     -0.525127    -0.0116449   6.20468e-20
      0.13393     -0.525127    -0.0116449   6.20468e-20
     0.134293     -0.502446    -0.0113989   5.84058e-20
     0.134656     -0.304161   -0.00934639    2.8852e-20
     0.135019     -0.503861    -0.0118196   6.80853e-20
     0.135382     -0.503861    -0.0118196   6.80853e-20
     0.135745     -0.503861    -0.0118196   6.80853e-20
     0.136108     -0.270933   -0.00911565   1.57895e-20
     0.136471     -0.480799      -0.01197  -7.39251e-20
     0.136834     -0.482264    -0.0119895  -7.43954e-20
     0.137196     -0.482264    -0.0119895  -7.43954e-20
     0.137559     -0.369923    -0.0105912  -4.49865e-20
     0.137922     -0.355002    -0.0106522   -2.3828e-21
     0.138285     -0.460356    -0.0121546             0
     0.138648     -0.460356    -0.0121546             0
     0.139011     -0.460356    -0.0121546             0
     0.139374     -0.231411    -0.0091412             0
     0.139737     -0.438149    -0.0123153             0
       0.1401     -0.438149    -0.0123153             0
     0.140463     -0.438149    -0.0123153             0
     0.140826     -0.291008    -0.0101987  -1.00086e-20
     0.141189     -0.355032    -0.0114668  -7.33849e-20
     0.141552      -0.41566    -0.0124716  -9.51509e-20
     0.141915      -0.41566    -0.0124716  -9.51509e-20
     0.142278     -0.396154     -0.012169  -8.85037e-20
     0.142641      -0.22523   -0.00961542  -1.33323e-20
     0.143004      -0.39291    -0.0126239             0
     0.143367      -0.39291    -0.0126239             0
      0.14373      -0.39291    -0.0126239             0
     0.144093     -0.254079    -0.0102957             0
     0.144456      -0.31617    -0.0117251             0
     0.144819     -0.369909    -0.0127724             0
     0.145181     -0.369909    -0.0127724             0
     0.145544     -0.361267    -0.0126153   4.58623e-22
     0.145907     -0.185859   -0.00950057    9.6058e-21
      0.14627     -0.346677    -0.0129173             0
     0.146633     -0.346677    -0.0129173             0
     0.146996     -0.346677    -0.0129173             0
     0.147359     -0.247512    -0.0109568   5.59414e-21
     0.147722     -0.250244    -0.0113613   4.67403e-21
     0.148085     -0.323229     -0.013059             0
     0.148448     -0.323229     -0.013059             0
     0.148811     -0.323229     -0.013059             0
     0.149174     -0.152829    -0.0093822    2.1322e-20
     0.149537     -0.296552    -0.0131204   1.35173e-19
       0.1499     -0.299581    -0.0131979   1.37311e-19
     0.150263     -0.299581    -0.0131979   1.37311e-19
     0.150626     -0.259804    -0.0122573   1.13916e-19
     0.150989     -0.168899    -0.0103085   6.73006e-20
     0.151352     -0.275748    -0.0133342   1.47166e-19
     0.151715     -0.275748    -0.0133342   1.47166e-19
     0.152078     -0.275748    -0.0133342   1.47166e-19
     0.152441     -0.184399    -0.0109555   7.08819e-20
     0.152804     -0.197846    -0.0117684   4.65414e-21
     0.153166     -0.251747    -0.0134686             0
     0.153529     -0.251747    -0.0134686             0
     0.153892     -0.251747    -0.0134686             0
     0.154255     -0.123378   -0.00976737   2.39706e-20
     0.154618     -0.213481    -0.0131016   1.52889e-19
     0.154981     -0.227592    -0.0136013   1.68636e-19
     0.155344     -0.227592    -0.0136013   1.68636e-19
     0.155707     -0.217729    -0.0132844   1.58617e-19
      0.15607     -0.100924   -0.00962362   2.53369e-20
     0.156433     -0.203297    -0.0137331             0
     0.156796     -0.203297    -0.0137331             0
     0.157159     -0.203297    -0.0137331             0
     0.157522     -0.167153    -0.0124284             0
     0.157885     -0.108093    -0.0106055             0
     0.158248     -0.178877    -0.0138643             0
     0.158611     -0.178877    -0.0138643             0
     0.158974     -0.178877    -0.0138643             0
     0.159337      -0.12639    -0.0117159   8.06278e-21
       0.1597     -0.106556    -0.0114345   1.05682e-19
     0.160063     -0.154345    -0.0139952   2.06118e-19
     0.160426     -0.154345    -0.0139952   2.06118e-19
     0.160788     -0.154345    -0.0139952   2.06118e-19
